platform,nama_pengguna,tanggal_komentar,komentar,rating,teks_cleaning,teks_casefolding,teks_normalisasi,teks_stemming,sentimen,skor_keyakinan,sentimen_rating,sentimen_prediksi,keyakinan_prediksi
Google Play Store,Anita Raniansyah,10/3/2024,"Mantappp bgt aplikasinya, kemarin saya lagi liburan trs bingung mau cari kost yg terdekat dan murah, trs saya pake apk ini buat cari kost, gampangg bgt ternyata, bisa disewa harian dan bulanann, tempatnya juga strategiss, fasilitasnya lengkap bgttt, terimakasih Cove",5.0,Mantapp bgt aplikasinya kemarin saya lagi liburan trs bingung mau cari kost yg terdekat dan murah trs saya pake apk ini buat cari kost gampangg bgt ternyata bisa disewa harian dan bulanann tempatnya juga strategiss fasilitasnya lengkap bgtt terimakasih Cove,mantapp bgt aplikasinya kemarin saya lagi liburan trs bingung mau cari kost yg terdekat dan murah trs saya pake apk ini buat cari kost gampangg bgt ternyata bisa disewa harian dan bulanann tempatnya juga strategiss fasilitasnya lengkap bgtt terimakasih cove,bagus sangat aplikasi kemarin saya lagi liburan terus bingung ingin cari kos yang terdekat dan murah terus saya pakai aplikasi ini untuk cari kos mudah sangat ternyata bisa disewa harian dan bulanan tempat juga strategis fasilitas lengkap sangat terimakasih cove,bagus sangat aplikasi kemarin libur terus bingung cari dekat murah terus pakai aplikasi cari mudah sangat nyata sewa hari bulan tempat strategis fasilitas lengkap sangat terimakasih,positif,0.9996,positif,positif,0.9992
Google Play Store,Agus Pato,10/2/2024,Aplikasi nya sangat buruk tidak bisa di gunakan keluar trus,1.0,Aplikasi nya sangat buruk tidak bisa di gunakan keluar trus,aplikasi nya sangat buruk tidak bisa di gunakan keluar trus,aplikasi nya sangat buruk tidak bisa di gunakan keluar terus,aplikasi sangat buruk tidak guna keluar terus,negatif,0.9999,negatif,negatif,0.999
Google Play Store,Nahla Dhias Santoso,10/2/2024,"Aplikasinya bagus banget mempermudah pengguna buat sewa kost, fasilitas disana juga banyakk bgt,ada layanan laundry dan housekeeping, akses ke wifi, ruang komunal yang cozy, harganya juga affordable",5.0,Aplikasinya bagus banget mempermudah pengguna buat sewa kost fasilitas disana juga banyakk bgt ada layanan laundry dan housekeeping akses ke wifi ruang komunal yang cozy harganya juga affordable,aplikasinya bagus banget mempermudah pengguna buat sewa kost fasilitas disana juga banyakk bgt ada layanan laundry dan housekeeping akses ke wifi ruang komunal yang cozy harganya juga affordable,aplikasi bagus sangat mempermudah pengguna untuk sewa kos fasilitas disana juga banyakk sangat ada layanan laundry dan housekeeping akses ke internet ruang komunal yang cozy harga juga affordable,aplikasi bagus sangat mudah guna sewa fasilitas sana banyakk sangat layan laundry housekeeping akses internet ruang komunal cozy harga affordable,positif,0.9997,positif,positif,0.999
Google Play Store,Ndari Naya,10/2/2024,"Tempat sangat strategis,bisa d sewa harian bahkan bulanan,fasilitas yg d berikan sangat lengkap,pelayanan sangat memuaskan,dekat dengan fasilitas umum tentunya",5.0,Tempat sangat strategis bisa d sewa harian bahkan bulanan fasilitas yg d berikan sangat lengkap pelayanan sangat memuaskan dekat dengan fasilitas umum tentunya,tempat sangat strategis bisa d sewa harian bahkan bulanan fasilitas yg d berikan sangat lengkap pelayanan sangat memuaskan dekat dengan fasilitas umum tentunya,tempat sangat strategis bisa di sewa harian bahkan bulanan fasilitas yang di berikan sangat lengkap pelayanan sangat memuaskan dekat dengan fasilitas umum tentunya,tempat sangat strategis sewa hari bahkan bulan fasilitas ikan sangat lengkap layan sangat muas dekat fasilitas umum tentu,positif,0.9997,positif,positif,0.9991
Google Play Store,diva,10/1/2024,Wow cakep nih tempat strategis deket kemana2 tempatnya jg bersih dan bisa sewa harian dan bulanan lho,5.0,Wow cakep nih tempat strategis deket kemana tempatnya jg bersih dan bisa sewa harian dan bulanan lho,wow cakep nih tempat strategis deket kemana tempatnya jg bersih dan bisa sewa harian dan bulanan lho,wow cakep ini tempat strategis dekat kemana tempat juga bersih dan bisa sewa harian dan bulanan lho,wow cakep tempat strategis dekat tempat bersih sewa hari bulan lho,positif,0.9992,positif,positif,0.9991
Google Play Store,Dira camfrog,10/1/2024,"Aplikasi bagus banget loh cocok untuk yg bepergian bbrp hari saja bisa sewa harian tempat juga strategis,fasilitas juga lengkap ,,dan user friendly banget sih",5.0,Aplikasi bagus banget loh cocok untuk yg bepergian bbrp hari saja bisa sewa harian tempat juga strategis fasilitas juga lengkap dan user friendly banget sih,aplikasi bagus banget loh cocok untuk yg bepergian bbrp hari saja bisa sewa harian tempat juga strategis fasilitas juga lengkap dan user friendly banget sih,aplikasi bagus sangat cocok untuk yang bepergian beberapa hari saja bisa sewa harian tempat juga strategis fasilitas juga lengkap dan user friendly sangat,aplikasi bagus sangat cocok pergi beberapa hari sewa hari tempat strategis fasilitas lengkap user friendly sangat,positif,0.9996,positif,positif,0.9991
Google Play Store,Fadzillah Anggita,10/1/2024,"Tempat nya strategis bgt, fasilitasnya lengkap sama user friendly sekalii jadi lebih gampang pake aplikasi inii",5.0,Tempat nya strategis bgt fasilitasnya lengkap sama user friendly sekalii jadi lebih gampang pake aplikasi inii,tempat nya strategis bgt fasilitasnya lengkap sama user friendly sekalii jadi lebih gampang pake aplikasi inii,tempat nya strategis sangat fasilitas lengkap sama user friendly sekali jadi lebih mudah pakai aplikasi ini,tempat strategis sangat fasilitas lengkap sama user friendly sekali jadi lebih mudah pakai aplikasi,positif,0.9995,positif,positif,0.9991
Google Play Store,Nando Ridho,10/1/2024,"Fasilitas lengkap di kos nya, bisa sewa harian dan bulanan. Proses pembayaran dan pemesanan gak ribet. Sesuai dengan kenyataan kos nya nyaman. Sesuai rating",5.0,Fasilitas lengkap di kos nya bisa sewa harian dan bulanan Proses pembayaran dan pemesanan gak ribet Sesuai dengan kenyataan kos nya nyaman Sesuai rating,fasilitas lengkap di kos nya bisa sewa harian dan bulanan proses pembayaran dan pemesanan gak ribet sesuai dengan kenyataan kos nya nyaman sesuai rating,fasilitas lengkap di kos nya bisa sewa harian dan bulanan proses pembayaran dan pemesanan tidak rumit sesuai dengan kenyataan kos nya nyaman sesuai rating,fasilitas lengkap sewa hari bulan proses bayar mesan tidak rumit sesuai nyata nyaman sesuai rating,positif,0.9996,positif,positif,0.9991
Google Play Store,Risky Kikii,9/30/2024,"Wah parah si ini,lengkap banget sumpah,jadi kalo ada yang mau nginep mereka bisa dapet info dari apk ini,mana strategis lagi tempat nya, pokoknya rekomendasi banget sih ini, seperti kata pepatah informasi adalah senjata terkuat",5.0,Wah parah si ini lengkap banget sumpah jadi kalo ada yang mau nginep mereka bisa dapet info dari apk ini mana strategis lagi tempat nya pokoknya rekomendasi banget sih ini seperti kata pepatah informasi adalah senjata terkuat,wah parah si ini lengkap banget sumpah jadi kalo ada yang mau nginep mereka bisa dapet info dari apk ini mana strategis lagi tempat nya pokoknya rekomendasi banget sih ini seperti kata pepatah informasi adalah senjata terkuat,wah buruk ini lengkap sangat sumpah jadi kalau ada yang ingin nginep mereka bisa dapat informasi dari aplikasi ini mana strategis lagi tempat nya pokoknya rekomendasi sangat ini seperti kata pepatah informasi adalah senjata terkuat,buruk lengkap sangat sumpah jadi kalau nginep informasi aplikasi mana strategis tempat pokok rekomendasi sangat kata pepatah informasi senjata kuat,negatif,0.5987,positif,positif,0.8906
Google Play Store,Anta Isnawan,9/30/2024,"Aplikasinya bagus bangett, usernya friendly, bisa disewa harian dan bulanan, fasilitas lengkap... Best pokoknya...",5.0,Aplikasinya bagus bangett usernya friendly bisa disewa harian dan bulanan fasilitas lengkap Best pokoknya,aplikasinya bagus bangett usernya friendly bisa disewa harian dan bulanan fasilitas lengkap best pokoknya,aplikasi bagus sangat usernya friendly bisa disewa harian dan bulanan fasilitas lengkap best pokoknya,aplikasi bagus sangat usernya friendly sewa hari bulan fasilitas lengkap best pokok,positif,0.9996,positif,positif,0.999
Google Play Store,Albye Indra,9/30/2024,"Cove menyediakan fasilitas lengkap dan modern di setiap kost eksklusifnya. Kamu bisa menikmati kost eksklusif yang siap huni tanpa perlu repot membawa banyak barang. Mulai dari perabotan kamar, layanan laundry, ruang komunal yang nyaman, hingga kolam renang semua sudah tersedia. Download sekarang dan temukan kost eksklusif impianmu!",5.0,Cove menyediakan fasilitas lengkap dan modern di setiap kost eksklusifnya Kamu bisa menikmati kost eksklusif yang siap huni tanpa perlu repot membawa banyak barang Mulai dari perabotan kamar layanan laundry ruang komunal yang nyaman hingga kolam renang semua sudah tersedia Download sekarang dan temukan kost eksklusif impianmu,cove menyediakan fasilitas lengkap dan modern di setiap kost eksklusifnya kamu bisa menikmati kost eksklusif yang siap huni tanpa perlu repot membawa banyak barang mulai dari perabotan kamar layanan laundry ruang komunal yang nyaman hingga kolam renang semua sudah tersedia download sekarang dan temukan kost eksklusif impianmu,cove menyediakan fasilitas lengkap dan modern di setiap kos eksklusifnya kamu bisa menikmati kos eksklusif yang siap huni tanpa perlu repot membawa banyak barang mulai dari perabotan kamar layanan laundry ruang komunal yang nyaman hingga kolam renang semua sudah tersedia download sekarang dan temukan kos eksklusif impianmu,sedia fasilitas lengkap modern eksklusif kamu nikmat eksklusif siap huni tanpa perlu repot bawa banyak barang mulai perabot kamar layan laundry ruang komunal nyaman hingga kolam renang semua sedia download sekarang temu eksklusif impi,positif,0.9961,positif,positif,0.9984
Google Play Store,Zerilnatasya Oktaviani,9/30/2024,"Mantap bngt aplikasinya , usernya freandly , responnya cepat , fusilitasnya juga lengkap",5.0,Mantap bngt aplikasinya usernya freandly responnya cepat fusilitasnya juga lengkap,mantap bngt aplikasinya usernya freandly responnya cepat fusilitasnya juga lengkap,bagus sangat aplikasi usernya freandly tanggapan cepat fusilitasnya juga lengkap,bagus sangat aplikasi usernya freandly tanggap cepat fusilitasnya lengkap,positif,0.9997,positif,positif,0.999
Google Play Store,Pengguna Google,9/30/2024,Tempatnya mantap fleksibel bisa beberapa hari aja di sini jadi sangat terbantu banget pas jalan jalan jauh,5.0,Tempatnya mantap fleksibel bisa beberapa hari aja di sini jadi sangat terbantu banget pas jalan jalan jauh,tempatnya mantap fleksibel bisa beberapa hari aja di sini jadi sangat terbantu banget pas jalan jalan jauh,tempat bagus fleksibel bisa beberapa hari saja di sini jadi sangat terbantu sangat pas jalan jalan jauh,tempat bagus fleksibel beberapa hari sini jadi sangat bantu sangat pas jalan jalan jauh,positif,0.9997,positif,positif,0.9992
Google Play Store,Endang Nursahaq,9/29/2024,"Tempat nya nyaman banget user friendly. Co-living juga fasilitas nya lengkap suka deh, fleksibel bisa sewa harian dan bulanan lagi, jempolll👍👍",5.0,Tempat nya nyaman banget user friendly Co living juga fasilitas nya lengkap suka deh fleksibel bisa sewa harian dan bulanan lagi jempoll,tempat nya nyaman banget user friendly co living juga fasilitas nya lengkap suka deh fleksibel bisa sewa harian dan bulanan lagi jempoll,tempat nya nyaman sangat user friendly cowok living juga fasilitas nya lengkap suka fleksibel bisa sewa harian dan bulanan lagi jempoll,tempat nyaman sangat user friendly cowok living fasilitas lengkap suka fleksibel sewa hari bulan jempoll,positif,0.9997,positif,positif,0.9991
Google Play Store,Chandra,9/29/2024,"Pilihan kos kosannya bagus dan strategis juga fasilitasnya lengkap dan bersih, nyaman untuk tinggal",5.0,Pilihan kos kosannya bagus dan strategis juga fasilitasnya lengkap dan bersih nyaman untuk tinggal,pilihan kos kosannya bagus dan strategis juga fasilitasnya lengkap dan bersih nyaman untuk tinggal,pilihan kos kosannya bagus dan strategis juga fasilitas lengkap dan bersih nyaman untuk tinggal,pilih kosannya bagus strategis fasilitas lengkap bersih nyaman tinggal,positif,0.9997,positif,positif,0.9991
Google Play Store,Putri Panay,9/29/2024,"Harganya sangat terjangkau dan juga sangat fleksibel, disini aku bisa nyewa untuk bulanan juga jadi kalau untuk nyewa jangka pendek pun bisa",5.0,Harganya sangat terjangkau dan juga sangat fleksibel disini aku bisa nyewa untuk bulanan juga jadi kalau untuk nyewa jangka pendek pun bisa,harganya sangat terjangkau dan juga sangat fleksibel disini aku bisa nyewa untuk bulanan juga jadi kalau untuk nyewa jangka pendek pun bisa,harga sangat terjangkau dan juga sangat fleksibel disini saya bisa nyewa untuk bulanan juga jadi kalau untuk nyewa jangka pendek pun bisa,harga sangat jangkau sangat fleksibel sini nyewa bulan jadi kalau nyewa jangka pendek,positif,0.9997,positif,positif,0.9989
Google Play Store,septian ningsih,9/28/2024,"Cocok ni bagi kalian yg mau pergi liburan,gak perlu bingung mau cari kost dengan budget yang murah tapi pelayanan nya memuaskan..lokasi strategis dan fasilitas yang lengkap..bisa harian dan bulanan..cobain deh segera",5.0,Cocok ni bagi kalian yg mau pergi liburan gak perlu bingung mau cari kost dengan budget yang murah tapi pelayanan nya memuaskan lokasi strategis dan fasilitas yang lengkap bisa harian dan deh segera,cocok ni bagi kalian yg mau pergi liburan gak perlu bingung mau cari kost dengan budget yang murah tapi pelayanan nya memuaskan lokasi strategis dan fasilitas yang lengkap bisa harian dan deh segera,cocok ini bagi kalian yang ingin pergi liburan tidak perlu bingung ingin cari kos dengan budget yang murah tetapi pelayanan nya memuaskan lokasi strategis dan fasilitas yang lengkap bisa harian dan segera,cocok kalian pergi libur tidak perlu bingung cari budget murah layan muas lokasi strategis fasilitas lengkap hari segera,positif,0.9996,positif,positif,0.9991
Google Play Store,Hawa Zahratul,9/28/2024,"Tempat sewa kost yang menurut aku affordable ya, untuk fasilitas lengkap kyk gini harga nya tu terjangkau bgt loh , bisa sewa harian juga bulanan mantap kan 👍😎",5.0,Tempat sewa kost yang menurut aku affordable ya untuk fasilitas lengkap kyk gini harga nya tu terjangkau bgt loh bisa sewa harian juga bulanan mantap kan,tempat sewa kost yang menurut aku affordable ya untuk fasilitas lengkap kyk gini harga nya tu terjangkau bgt loh bisa sewa harian juga bulanan mantap kan,tempat sewa kos yang menurut saya affordable ya untuk fasilitas lengkap seperti begini harga nya itu terjangkau sangat bisa sewa harian juga bulanan bagus kan,tempat sewa affordable fasilitas lengkap begini harga jangkau sangat sewa hari bulan bagus kan,positif,0.9997,positif,positif,0.9991
Google Play Store,Anandira Perdani Patricia,9/27/2024,"Saya rating 3 bintang dlu, krn saya blm pernah ngekost di Cove. Tolong penambahan kost Cove di Kebayoran Lama Selatan, Jakarta Selatan dongg! Jgn hanya di alamat tertentu yg bnyk kost Cove-nya.. Terimakasih🙏🏻",3.0,Saya rating bintang dlu krn saya blm pernah ngekost di Cove Tolong penambahan kost Cove di Kebayoran Lama Selatan Jakarta Selatan dongg Jgn hanya di alamat tertentu yg bnyk kost Cove nya Terimakasih,saya rating bintang dlu krn saya blm pernah ngekost di cove tolong penambahan kost cove di kebayoran lama selatan jakarta selatan dongg jgn hanya di alamat tertentu yg bnyk kost cove nya terimakasih,saya rating bintang dulu karena saya belum pernah kos di cove tolong penambahan kos cove di kebayoran lama selatan jakarta selatan jangan hanya di alamat tertentu yang banyak kos cove nya terimakasih,rating bintang dulu belum pernah tambah kebayoran lama selatan jakarta selatan jangan alamat tentu banyak terimakasih,netral,0.6103,netral,netral,0.9962
Google Play Store,dayu,9/27/2024,aneh bgt gaada Yogyakarta dan Jawa,2.0,aneh bgt gaada Yogyakarta dan Jawa,aneh bgt gaada yogyakarta dan jawa,aneh sangat tidak ada yogyakarta dan jawa,aneh sangat tidak yogyakarta jawa,negatif,0.9998,negatif,negatif,0.9989
Google Play Store,Livia Akmaluna,9/27/2024,"Cari kostan yg nyaman dan strategis,untungnya langsung ketemu co-living tempatnya strategis dan biaya sewanya flexibel aku suka",5.0,Cari kostan yg nyaman dan strategis untungnya langsung ketemu co living tempatnya strategis dan biaya sewanya flexibel aku suka,cari kostan yg nyaman dan strategis untungnya langsung ketemu co living tempatnya strategis dan biaya sewanya flexibel aku suka,cari kos yang nyaman dan strategis untungnya langsung ketemu cowok living tempat strategis dan biaya sewanya flexibel saya suka,cari nyaman strategis untung langsung ketemu cowok living tempat strategis biaya sewa flexibel suka,positif,0.9998,positif,positif,0.999
